Non-Rel	Celery : provides 35% of daily [s1] vitamin K [e1] needs & fights cancer YO ! ! ! Eat some with PB since it ' s nat . PB day ! @USER mama vati on	Celery : provides 35% of daily vitamin K needs & fights [s2] cancer [e2] YO ! ! ! Eat some with PB since it ' s nat . PB day ! @USER mama vati on	Supplement	TargetSymptom	T2	T4	1316
UndesiredEffect	Dad : " there ' s [s1] fish oil [e1] in the cupboard ! " Me : " last time I had that I projectile vomited " Dad : " well I am going to projectile sleep , goodnight "	Dad : " there ' s fish oil in the cupboard ! " Me : " last time I had that I projectile [s2] vomited [e2] " Dad : " well I am going to projectile sleep , goodnight "	Supplement	TargetSymptom	T1	T4	1317
DesiredEffect	There is not enough [s1] vitamin C [e1] in this world , I can feel my throat starting to burn need a nap feeling sick	There is not enough vitamin C in this world , I can feel my [s2] throat starting to burn [e2] need a nap feeling sick	Supplement	TargetSymptom	T1	T3	1319
DesiredEffect	There is not enough [s1] vitamin C [e1] in this world , I can feel my throat starting to burn need a nap feeling sick	There is not enough vitamin C in this world , I can feel my throat starting to burn need a nap feeling [s2] sick [e2]	Supplement	TargetSymptom	T1	T7	1319
DesiredEffect	Lemons and [s1] Apple Cider Vinegar [e1] both alkalizes , restore healthy chemical balance , flush and strengthen immunity . cleanse PYNK Wellness	Lemons and Apple Cider Vinegar both alkalizes , restore healthy chemical balance , [s2] flush [e2] and strengthen immunity . cleanse PYNK Wellness	Supplement	TargetProcess	T2	T5	132
DesiredEffect	Lemons and [s1] Apple Cider Vinegar [e1] both alkalizes , restore healthy chemical balance , flush and strengthen immunity . cleanse PYNK Wellness	Lemons and Apple Cider Vinegar both alkalizes , restore healthy chemical balance , flush and strengthen [s2] immunity [e2] . cleanse PYNK Wellness	Supplement	TargetOrgan	T2	T6	132
UndesiredEffect	Took Midol on an empty stomach ( which has [s1] caffeine [e1] in it ) and literally just went into a 10 minute laughing fit in tears on the floor :slightly_smiling_face:	Took Midol on an empty stomach ( which has caffeine in it ) and literally just went into a 10 minute [s2] laughing fit [e2] in tears on the floor :slightly_smiling_face:	Supplement	TargetSymptom	T2	T3	1320
Non-Rel	@USER Apple slices and [s1] Creatine [e1] in sugar water @LAUGH - might drop a couple of T3 ' s too . . . elbow is really kinda sore @HAPPY	@USER Apple slices and Creatine in sugar water @LAUGH - might drop a couple of T3 ' s too . . . [s2] elbow [e2] is really kinda sore @HAPPY	Supplement	TargetOrgan	T2	T4	1322
DesiredEffect	@USER Apple slices and [s1] Creatine [e1] in sugar water @LAUGH - might drop a couple of T3 ' s too . . . elbow is really kinda sore @HAPPY	@USER Apple slices and Creatine in sugar water @LAUGH - might drop a couple of T3 ' s too . . . elbow is really kinda [s2] sore [e2] @HAPPY	Supplement	TargetSymptom	T2	T5	1322
Non-Rel	@USER Apple slices and Creatine in sugar water @LAUGH - might drop a couple of [s1] T3 [e1] ' s too . . . elbow is really kinda sore @HAPPY	@USER Apple slices and Creatine in sugar water @LAUGH - might drop a couple of T3 ' s too . . . [s2] elbow [e2] is really kinda sore @HAPPY	Supplement	TargetOrgan	T3	T4	1322
DesiredEffect	@USER Apple slices and Creatine in sugar water @LAUGH - might drop a couple of [s1] T3 [e1] ' s too . . . elbow is really kinda sore @HAPPY	@USER Apple slices and Creatine in sugar water @LAUGH - might drop a couple of T3 ' s too . . . elbow is really kinda [s2] sore [e2] @HAPPY	Supplement	TargetSymptom	T3	T5	1322
DesiredEffect	[s1] Turmeric [e1] act on multiple molecular targets to kill cancer cells . Curcumin free turmeric also has some potential anti - cancer compounds .	Turmeric act on multiple molecular targets to kill [s2] cancer [e2] cells . Curcumin free turmeric also has some potential anti - cancer compounds .	Supplement	TargetSymptom	T1	T2	1323
Non-Rel	[s1] Turmeric [e1] act on multiple molecular targets to kill cancer cells . Curcumin free turmeric also has some potential anti - cancer compounds .	Turmeric act on multiple molecular targets to kill cancer cells . Curcumin free turmeric also has some potential anti - [s2] cancer [e2] compounds .	Supplement	TargetSymptom	T1	T6	1323
Non-Rel	Turmeric act on multiple molecular targets to kill cancer cells . [s1] Curcumin free turmeric [e1] also has some potential anti - cancer compounds .	Turmeric act on multiple molecular targets to kill [s2] cancer [e2] cells . Curcumin free turmeric also has some potential anti - cancer compounds .	Supplement	TargetSymptom	T3	T2	1323
DesiredEffect	Turmeric act on multiple molecular targets to kill cancer cells . [s1] Curcumin free turmeric [e1] also has some potential anti - cancer compounds .	Turmeric act on multiple molecular targets to kill cancer cells . Curcumin free turmeric also has some potential anti - [s2] cancer [e2] compounds .	Supplement	TargetSymptom	T3	T6	1323
DesiredEffect	[s1] biotin [e1] makes my hair grow super fast , but it also gives me acne . do you see my problem :upside-down_face:	biotin makes my [s2] hair [e2] grow super fast , but it also gives me acne . do you see my problem :upside-down_face:	Supplement	TargetOrgan	T1	T2	1324
UndesiredEffect	[s1] biotin [e1] makes my hair grow super fast , but it also gives me acne . do you see my problem :upside-down_face:	biotin makes my hair grow super fast , but it also gives me [s2] acne [e2] . do you see my problem :upside-down_face:	Supplement	TargetSymptom	T1	T3	1324
DesiredEffect	[s1] Oregano [e1] has twice the anti - cancer antioxidant activity as blueberries .	Oregano has twice the anti - [s2] cancer [e2] antioxidant activity as blueberries .	Supplement	TargetSymptom	T1	T2	1326
Non-Rel	[s1] GABA [e1] ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and insomnia .	GABA ( gamma - aminobutyric acid ) : A major [s2] inhibitory neurotransmitter [e2] ; an undersupply is linked to seizures , tremors , and insomnia .	SupplementDeficient	TargetChemical	T1	T2	1329
UndesiredEffect	[s1] GABA [e1] ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and insomnia .	GABA ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to [s2] seizures [e2] , tremors , and insomnia .	SupplementDeficient	TargetSymptom	T1	T8	1329
UndesiredEffect	[s1] GABA [e1] ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and insomnia .	GABA ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , [s2] tremors [e2] , and insomnia .	SupplementDeficient	TargetSymptom	T1	T9	1329
UndesiredEffect	[s1] GABA [e1] ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and insomnia .	GABA ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and [s2] insomnia [e2] .	SupplementDeficient	TargetSymptom	T1	T10	1329
Non-Rel	GABA ( [s1] gamma - aminobutyric acid [e1] ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and insomnia .	GABA ( gamma - aminobutyric acid ) : A major [s2] inhibitory neurotransmitter [e2] ; an undersupply is linked to seizures , tremors , and insomnia .	SupplementDeficient	TargetChemical	T4	T2	1329
UndesiredEffect	GABA ( [s1] gamma - aminobutyric acid [e1] ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and insomnia .	GABA ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to [s2] seizures [e2] , tremors , and insomnia .	SupplementDeficient	TargetSymptom	T4	T8	1329
UndesiredEffect	GABA ( [s1] gamma - aminobutyric acid [e1] ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and insomnia .	GABA ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , [s2] tremors [e2] , and insomnia .	SupplementDeficient	TargetSymptom	T4	T9	1329
UndesiredEffect	GABA ( [s1] gamma - aminobutyric acid [e1] ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and insomnia .	GABA ( gamma - aminobutyric acid ) : A major inhibitory neurotransmitter ; an undersupply is linked to seizures , tremors , and [s2] insomnia [e2] .	SupplementDeficient	TargetSymptom	T4	T10	1329
Non-Rel	@USER [s1] Apple [e1] Cider Vinegar . Being a nutritional powerhouse , apple cider vinegar helps reduce migraines . . . . Ice Pack . Using an ice pack is perhaps the most popular home remedy to get rid of tension as well as migraine headaches . . . .	@USER Apple Cider Vinegar . Being a nutritional powerhouse , apple cider vinegar helps reduce [s2] migraines [e2] . . . . Ice Pack . Using an ice pack is perhaps the most popular home remedy to get rid of tension as well as migraine headaches . . . .	Supplement	TargetSymptom	T1	T7	133
Non-Rel	@USER [s1] Apple [e1] Cider Vinegar . Being a nutritional powerhouse , apple cider vinegar helps reduce migraines . . . . Ice Pack . Using an ice pack is perhaps the most popular home remedy to get rid of tension as well as migraine headaches . . . .	@USER Apple Cider Vinegar . Being a nutritional powerhouse , apple cider vinegar helps reduce migraines . . . . Ice Pack . Using an ice pack is perhaps the most popular home remedy to get rid of [s2] tension [e2] as well as migraine headaches . . . .	Supplement	TargetSymptom	T1	T8	133
Non-Rel	@USER [s1] Apple [e1] Cider Vinegar . Being a nutritional powerhouse , apple cider vinegar helps reduce migraines . . . . Ice Pack . Using an ice pack is perhaps the most popular home remedy to get rid of tension as well as migraine headaches . . . .	@USER Apple Cider Vinegar . Being a nutritional powerhouse , apple cider vinegar helps reduce migraines . . . . Ice Pack . Using an ice pack is perhaps the most popular home remedy to get rid of tension as well as [s2] migraine headaches [e2] . . . .	Supplement	TargetSymptom	T1	T9	133
